Модель,Год,Город,Поколение,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Привод,Руль,Цвет,Растаможен в Казахстане,Опции,Состояние,Цена
ВАЗ (Lada) Granta 2190,2013,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),190 000 км,Механика,Передний привод,Слева,серебристый металлик,Да,"литые диски, тонировка, ветровики, фаркоп, дневные ходовые огни, шторки, bluetooth, MP3, USB, кондиционер, ГУР, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден",б/у,2300000
ВАЗ (Lada) Granta 2190,2018,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),121 000 км,Механика,Передний привод,Слева,золотистый металлик,Да,"литые диски, тонировка, противотуманки, аудиосистема, bluetooth, ГУР, ABS, SRS, полный электропакет, центрозамок, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,3200000
ВАЗ (Lada) Granta 2190,2018,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),68 000 км,Робот,Передний привод,Слева,серый металлик,Да,"тонировка, хрустальная оптика, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, велюр, bluetooth, MP3, ABS, полный электропакет, центрозамок, климат-контроль, налог уплачен, техосмотр пройден, вложений не требует",б/у,4100000
ВАЗ (Lada) Granta 2190,2020,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),134 257 км,Механика,Передний привод,Слева,белый,Да,,б/у,3590000
ВАЗ (Lada) Granta 2190,2015,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,"тонировка, дневные ходовые огни, велюр, аудиосистема, ГУР, кондиционер, налог уплачен",б/у,2450000
ВАЗ (Lada) Granta 2190,2021,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),195 000 км,Автомат,Передний привод,Слева,красный металлик,Да,"велюр, шторки, bluetooth, MP3, USB, кондиционер, ABS, налог уплачен, вложений не требует",б/у,5109423
ВАЗ (Lada) Granta 2190,2013,Атбасар,2011 - 2018 1 поколение,Седан,1.6 (бензин),225 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,2300000
ВАЗ (Lada) Granta 2190,2013,Шахтинск,2011 - 2018 1 поколение,Седан,1.6 (бензин),113 000 км,Механика,Передний привод,Слева,черный,Да,"литые диски, спойлер, ветровики, рейлинги, дневные ходовые огни, противотуманки, корректор фар, велюр, MP3, USB, ГУР, сигнализация, автозапуск, центрозамок, подогрев сидений, налог уплачен, техосмотр пройден, вложений не требует",б/у,2200000
ВАЗ (Lada) Granta 2190,2015,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),130 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, ветровики, багажник, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, встроенный телефон, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, сабвуфер, ГУР, ABS, сигнализация, автозапуск, бесключевой доступ, полный электропакет, центрозамок, бортовой компьютер, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,3100000
ВАЗ (Lada) Granta 2190,2014,Кызылорда,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серый металлик,Да,"аудиосистема, MP3, кондиционер",б/у,2300000
ВАЗ (Lada) Granta 2190,2014,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,1900000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),232 000 км,Автомат,Передний привод,Слева,белый,Да,кондиционер,б/у,3200000
ВАЗ (Lada) Granta 2190,2014,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,черный,Да,"литые диски, сигнализация, кондиционер",б/у,2800000
ВАЗ (Lada) Granta 2190,2014,Костанай,2011 - 2018 1 поколение,Седан,1.6 (бензин),295 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,1950000
ВАЗ (Lada) Granta 2190,2014,Талдыкорган,2011 - 2018 1 поколение,Седан,1.6 (бензин),215 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, спойлер, ветровики, дневные ходовые огни, противотуманки, корректор фар, велюр, MP3, USB, ГУР, SRS, сигнализация, автозапуск, иммобилайзер, центрозамок, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2800000
ВАЗ (Lada) Granta 2190,2012,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, ветровики, хрустальная оптика, дневные ходовые огни, корректор фар, велюр, аудиосистема, CD, MP3, USB, ГУР, ABS, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2600000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 км,Механика,Передний привод,Слева,белый металлик,Да,"тонировка, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, встроенный телефон, USB, кондиционер, ГУР, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2950000
ВАЗ (Lada) Granta 2190,2019,Экибастуз,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,"литые диски, тонировка, кондиционер",б/у,3690000
ВАЗ (Lada) Granta 2190,2012,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),205 км,Механика,Передний привод,Слева,черный,Да,"литые диски, тонировка, спойлер, обвес, ветровики, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, встроенный телефон, bluetooth, USB, сабвуфер, ГУР, центрозамок, кондиционер, бортовой компьютер, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный металлик,Да,,б/у,950000
ВАЗ (Lada) Granta 2190,2012,Новоишимский,2011 - 2018 1 поколение,Седан,1.6 (бензин),291 057 км,Механика,Передний привод,Слева,серый,Да,,б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"тонировка, обвес, ветровики, противотуманки, аудиосистема, bluetooth, CD, CD-чейнджер, MP3, USB, DVD, DVD-чейнджер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2200000
ВАЗ (Lada) Granta 2190,2022,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),98 000 км,Механика,Передний привод,Слева,серебристый металлик,Да,"тонировка, ветровики, кондиционер",б/у,4500000
ВАЗ (Lada) Granta 2190,2012,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),273 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, багажник, велюр, ГУР, ABS, SRS, налог уплачен, техосмотр пройден",б/у,1900000
ВАЗ (Lada) Granta 2190,2018,Караганда,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),177 468 км,Механика,Передний привод,Слева,черный металлик,Да,"ГУР, ABS, автозапуск, центрозамок, бортовой компьютер",б/у,3300000
ВАЗ (Lada) Granta 2190,2018,Актобе,2011 - 2018 1 поколение,Седан,1.6 (газ-бензин),251 000 км,Механика,Передний привод,Слева,,Да,,б/у,3000000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,,Да,,б/у,3100000
ВАЗ (Lada) Granta 2190,2022,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),90 000 км,Автомат,Передний привод,Слева,белый,Да,"литые диски, кожа, кондиционер",б/у,6000000
ВАЗ (Lada) Granta 2190,2019,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),250 000 км,Механика,Передний привод,Слева,черный,Да,"тонировка, фаркоп, велюр, bluetooth, налог уплачен, техосмотр пройден",б/у,3200000
ВАЗ (Lada) Granta 2190,2017,Кокшетау,2011 - 2018 1 поколение,Седан,1.6 (бензин),250 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, спойлер, ветровики, линзованная оптика, дневные ходовые огни, противотуманки, обогрев зеркал, велюр, аудиосистема, bluetooth, сабвуфер, ABS, сигнализация, автозапуск, иммобилайзер, центрозамок, кондиционер, камера заднего вида, налог уплачен, техосмотр пройден",б/у,2100000
ВАЗ (Lada) Granta 2190,2018,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),102 000 км,Автомат,Передний привод,Слева,,Да,,б/у,4100000
ВАЗ (Lada) Granta 2190,2020,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),40 000 км,Механика,Передний привод,Слева,серебристый,Да,"ГУР, ABS, вложений не требует",б/у,4500000
ВАЗ (Lada) Granta 2190,2019,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),152 000 км,Автомат,Передний привод,Слева,белый,Да,"литые диски, тонировка, ветровики, дневные ходовые огни, противотуманки, велюр, аудиосистема, bluetooth, кондиционер, ГУР, сигнализация, автозапуск, центрозамок, подогрев сидений, налог уплачен, техосмотр пройден, вложений не требует",б/у,4300000
ВАЗ (Lada) Granta 2190,2019,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),112 000 км,Механика,Передний привод,Слева,коричневый,Да,,б/у,3750000
ВАЗ (Lada) Granta 2190,2021,Семей,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),47 000 км,Автомат,Передний привод,Слева,белый,Да,"тонировка, ветровики, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, велюр, аудиосистема, bluetooth, ABS, автозапуск, центрозамок, кондиционер, подогрев сидений, налог уплачен, вложений не требует",б/у,5500000
ВАЗ (Lada) Granta 2190,2021,Караганда,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),81 000 км,Механика,Передний привод,Слева,синий,Да,"тонировка, ветровики, дневные ходовые огни, корректор фар, обогрев зеркал, велюр, комбинированный, bluetooth, MP3, USB, ГУР, сигнализация, автозапуск, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,4100000
ВАЗ (Lada) Granta 2190,2022,Кокшетау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),29 000 км,Механика,Передний привод,Слева,белый,Да,"противотуманки, омыватель фар, корректор фар, обогрев зеркал, велюр, bluetooth, USB, сигнализация, кондиционер, подогрев задних сидений, налог уплачен, техосмотр пройден, вложений не требует",б/у,5190000
ВАЗ (Lada) Granta 2190,2012,Павлодар,2011 - 2018 1 поколение,Седан,1.6 (бензин),120 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, багажник, дневные ходовые огни, велюр, CD, сигнализация, автозапуск, центрозамок, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,3200000
ВАЗ (Lada) Granta 2190,2012,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),168 000 км,Механика,Передний привод,Слева,белый,Да,"bluetooth, MP3, USB",б/у,2000000
ВАЗ (Lada) Granta 2190,2020,Макинск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),117 580 км,Механика,Передний привод,Слева,черный,Да,"тонировка, ветровики, багажник, хрустальная оптика, дневные ходовые огни, корректор фар, MP3, USB, ГУР, центрозамок, налог уплачен, вложений не требует",б/у,4100000
ВАЗ (Lada) Granta 2190,2012,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),215 000 км,Механика,Передний привод,Слева,черный,Да,"велюр, кондиционер",б/у,2100000
ВАЗ (Lada) Granta 2190,2018,Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),182 000 км,Механика,Передний привод,Слева,,Да,,б/у,3200000
ВАЗ (Lada) Granta 2190,2021,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),68 000 км,Механика,Передний привод,Слева,синий металлик,Да,"тонировка, ветровики, фаркоп, дневные ходовые огни, противотуманки, корректор фар, обогрев зеркал, комбинированный, аудиосистема, встроенный телефон, bluetooth, ГУР, ABS, сигнализация, автозапуск, центрозамок, бортовой компьютер, память руля, камера заднего вида, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,4550000
ВАЗ (Lada) Granta 2190,2020,Тараз,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),104 000 км,Автомат,Передний привод,Слева,белый,Да,"хрустальная оптика, дневные ходовые огни, корректор фар, аудиосистема, bluetooth, CD, USB, ABS, спортивный режим, центрозамок, кондиционер, подогрев сидений",Аварийная/Не на ходу,3060000
ВАЗ (Lada) Granta 2190,2013,Баянаул,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный,Да,,б/у,2200000
ВАЗ (Lada) Granta 2190,2014,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),228 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, хрустальная оптика, омыватель фар, обогрев зеркал, велюр, аудиосистема, встроенный телефон, bluetooth, MP3, сабвуфер, ГУР, сигнализация, автозапуск, полный электропакет, центрозамок, кондиционер, мультируль, камера заднего вида, датчик света, налог уплачен, техосмотр пройден, вложений не требует",б/у,2800000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,,б/у,2250000
ВАЗ (Lada) Granta 2190,2014,Павлодар,2011 - 2018 1 поколение,Седан,1.6 (бензин),230 000 км,Механика,Передний привод,Слева,,Да,"литые диски, дневные ходовые огни, MP3, USB, автозапуск, кондиционер, налог уплачен, техосмотр пройден",б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),240 000 км,Механика,Передний привод,Слева,,Да,,б/у,2200000
ВАЗ (Lada) Granta 2190,2018,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, люк, велюр, кондиционер",б/у,3600000
ВАЗ (Lada) Granta 2190,2016,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),204 000 км,Механика,Передний привод,Слева,,Нет,,б/у,1600000
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),220 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, ветровики, кондиционер",б/у,2000000
ВАЗ (Lada) Granta 2190,2014,Туркестан,2011 - 2018 1 поколение,Седан,1.6 (бензин),285 000 км,Механика,Передний привод,Слева,черный,Да,"аудиосистема, CD, USB, DVD, кондиционер, центрозамок",б/у,1900000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),200 000 км,Механика,Передний привод,Слева,белый,Да,кондиционер,б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, корректор фар, велюр, аудиосистема, bluetooth, MP3, кондиционер, ГУР, ABS, SRS, сигнализация, полный электропакет, бортовой компьютер, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,2300000
ВАЗ (Lada) Granta 2190,2023,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Нет,,б/у,3200000
ВАЗ (Lada) Granta 2190,2024,Уральск,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),15 000 км,Механика,Передний привод,Слева,серый металлик,Да,"ГУР, ABS, сигнализация, автозапуск",б/у,4550000
ВАЗ (Lada) Granta 2190,2013,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный,Да,"литые диски, дневные ходовые огни, корректор фар, велюр, комбинированный, бортовой компьютер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2600000
ВАЗ (Lada) Granta 2190,2013,Тараз,2011 - 2018 1 поколение,Седан,1.6 (бензин),240 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, хрустальная оптика, дневные ходовые огни, противотуманки, омыватель фар, корректор фар, обогрев зеркал, велюр, аудиосистема, ГУР, ABS, сигнализация, полный электропакет, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2250000
ВАЗ (Lada) Granta 2190,2020,Атырау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),166 000 км,Механика,Передний привод,Слева,белый,Да,"аудиосистема, bluetooth, USB, ГУР, ABS, кондиционер, налог уплачен, техосмотр пройден",б/у,3500000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),187 000 км,Автомат,Передний привод,Слева,белый,Да,кондиционер,б/у,3150000
ВАЗ (Lada) Granta 2190,2012,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,черный,Да,,б/у,2100000
ВАЗ (Lada) Granta 2190,2012,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),153 000 км,Механика,Передний привод,Слева,синий,Да,"тонировка, ветровики, дневные ходовые огни, аудиосистема, bluetooth, USB, сигнализация, автозапуск, центрозамок, налог уплачен, техосмотр пройден",б/у,2600000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),237 000 км,Механика,Передний привод,Слева,белый,Да,"тонировка, кондиционер",б/у,2500000
ВАЗ (Lada) Granta 2190,2013,Кызылорда,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,,Да,,б/у,3300000
ВАЗ (Lada) Granta 2190,2014,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, панорамная крыша, спойлер, обвес, багажник, дневные ходовые огни, противотуманки, корректор фар, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2600000
ВАЗ (Lada) Granta 2190,2012,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),185 000 км,Механика,Передний привод,Слева,,Да,,б/у,2300000
ВАЗ (Lada) Granta 2190,2019,Актобе,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (газ-бензин),109 000 км,Механика,Передний привод,Слева,коричневый,Да,кондиционер,б/у,3900000
ВАЗ (Lada) Granta 2190,2020,Алматы,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),55 643 км,Механика,Передний привод,Слева,белый металлик,Да,"велюр, кондиционер",б/у,3750000
ВАЗ (Lada) Granta 2190,2017,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 000 км,Механика,Передний привод,Слева,белый,Да,велюр,б/у,3300000
ВАЗ (Lada) Granta 2190,2020,Семей,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),129 000 км,Механика,Передний привод,Слева,черный металлик,Да,,б/у,4500000
ВАЗ (Lada) Granta 2190,2014,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),250 000 км,Механика,Передний привод,Слева,черный,Да,"велюр, кондиционер",б/у,2200000
ВАЗ (Lada) Granta 2190,2015,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серебристый,Да,,б/у,2100000
ВАЗ (Lada) Granta 2190,2021,Актау,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (газ),44 000 км,Автомат,Передний привод,Слева,коричневый металлик,Да,"литые диски, тонировка, ветровики, обогрев зеркал, велюр, алькантара, аудиосистема, bluetooth, USB, DVD, сабвуфер, ГУР, ABS, зимний режим, спортивный режим, сигнализация, автозапуск, полный электропакет, центрозамок, кондиционер, круиз-контроль, бортовой компьютер, подогрев сидений, камера заднего вида, датчик света, свежепригнан, свежедоставлен, налог уплачен, техосмотр пройден, вложений не требует",б/у,5000000
ВАЗ (Lada) Granta 2190,2017,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),172 000 км,Механика,Передний привод,Слева,белый,Да,"литые диски, тонировка, велюр, кондиционер",б/у,3200000
ВАЗ (Lada) Granta 2190,2013,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),177 000 км,Механика,Передний привод,Слева,серый,Да,"тонировка, фаркоп, линзованная оптика, дневные ходовые огни, противотуманки, bluetooth, USB, ГУР, ABS, SRS, сигнализация, автозапуск, полный электропакет, центрозамок, камера заднего вида, налог уплачен, вложений не требует",б/у,2750000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),320 000 км,Механика,Передний привод,Слева,черный,Да,,б/у,2200000
ВАЗ (Lada) Granta 2190,2020,Павлодар,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),99 960 км,Механика,Передний привод,Слева,серый металлик,Да,"ветровики, дневные ходовые огни, велюр, ГУР, ABS, налог уплачен, техосмотр пройден",б/у,3900000
ВАЗ (Lada) Granta 2190,2013,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),56 000 км,Механика,Передний привод,Слева,черный металлик,Да,"литые диски, тонировка, хрустальная оптика, дневные ходовые огни, противотуманки, корректор фар, велюр, аудиосистема, bluetooth, кондиционер, ABS, налог уплачен, техосмотр пройден, вложений не требует",б/у,2300000
ВАЗ (Lada) Granta 2190,2013,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),190 000 км,Механика,Передний привод,Слева,,Да,"аудиосистема, bluetooth, CD, USB",б/у,2253218
ВАЗ (Lada) Granta 2190,2013,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),305 000 км,Механика,Передний привод,Слева,белый,Да,"аудиосистема, CD, MP3, USB, сигнализация, автозапуск, налог уплачен, техосмотр пройден, вложений не требует",б/у,2500000
ВАЗ (Lada) Granta 2190,2012,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 426 км,Механика,Передний привод,Слева,серебристый,Да,,б/у,2150000
ВАЗ (Lada) Granta 2190,2015,Павлодар,2011 - 2018 1 поколение,Седан,1.6 (бензин),180 000 км,Механика,Передний привод,Слева,серый металлик,Да,"тонировка, ветровики, дневные ходовые огни, противотуманки, обогрев зеркал, аудиосистема, bluetooth, USB, ABS, сигнализация, автозапуск, иммобилайзер, полный электропакет, центрозамок, кондиционер, подогрев сидений, парктроники, датчик света, датчик дождя",б/у,3500000
ВАЗ (Lada) Granta 2190,2012,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),213 000 км,Механика,Передний привод,Слева,черный,Да,"тонировка, ветровики, bluetooth, MP3, USB, DVD, центрозамок",б/у,2299999
ВАЗ (Lada) Granta 2190,2015,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),165 000 км,Автомат,Передний привод,Слева,серебристый металлик,Да,"багажник, линзованная оптика, дневные ходовые огни, противотуманки, омыватель фар, велюр, аудиосистема, встроенный телефон, bluetooth, CD, MP3, сабвуфер, ГУР, ABS, зимний режим, полный электропакет, центрозамок, кондиционер, подогрев сидений, подогрев задних сидений, парктроники, свежепригнан, налог уплачен, техосмотр пройден, вложений не требует",б/у,3150000
ВАЗ (Lada) Granta 2190,2013,Актобе,2011 - 2018 1 поколение,Седан,1.6 (бензин),241 000 км,Автомат,Передний привод,Слева,белый металлик,Да,"тонировка, велюр, MP3, USB, ГУР, ABS, сигнализация, автозапуск, центрозамок, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,2870000
ВАЗ (Lada) Granta 2190,2013,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Нет,,б/у,1700000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,,б/у,2500000
ВАЗ (Lada) Granta 2190,2014,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,,б/у,1770000
ВАЗ (Lada) Granta 2190,2013,Балкашино,2011 - 2018 1 поколение,Седан,1.6 (бензин),113 500 км,Механика,Передний привод,Слева,серебристый металлик,Да,"литые диски, тонировка, спойлер, обвес, ветровики, фаркоп, дневные ходовые огни, противотуманки, омыватель фар, корректор фар, кожа, алькантара, ГУР, ABS, сигнализация, автозапуск, иммобилайзер, полный электропакет, центрозамок",б/у,3200000
ВАЗ (Lada) Granta 2190,2012,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),230 000 км,Механика,Передний привод,Слева,черный металлик,Да,"тонировка, велюр, USB, ГУР, сигнализация, автозапуск, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2600000
ВАЗ (Lada) Granta 2190,2013,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),250 000 км,Механика,Передний привод,Слева,синий металлик,Да,,б/у,2400000
ВАЗ (Lada) Granta 2190,2013,Алматы,2011 - 2018 1 поколение,Седан,1.6 (бензин),400 000 км,Механика,Передний привод,Слева,черный,Да,аудиосистема,б/у,2300000
ВАЗ (Lada) Granta 2190,2020,Костанай,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),158 000 км,Механика,Передний привод,Слева,серый металлик,Да,"тонировка, хрустальная оптика, дневные ходовые огни, противотуманки, корректор фар, комбинированный, аудиосистема, MP3, USB, ГУР, ABS, SRS, сигнализация, автозапуск, полный электропакет, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2800000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый металлик,Да,кондиционер,б/у,2700000
ВАЗ (Lada) Granta 2190,2012,Семей,2011 - 2018 1 поколение,Седан,1.6 (бензин),177 700 км,Механика,Передний привод,Слева,белый,Да,"тонировка, обвес, дневные ходовые огни, противотуманки, аудиосистема, bluetooth, USB, сигнализация, автозапуск, полный электропакет, центрозамок, налог уплачен, техосмотр пройден, вложений не требует",б/у,2450000
ВАЗ (Lada) Granta 2190,2018,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),100 000 км,Механика,Передний привод,Слева,синий,Да,"литые диски, тонировка, багажник, дневные ходовые огни, MP3, USB, ГУР, ABS, сигнализация, автозапуск, центрозамок, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,3950000
ВАЗ (Lada) Granta 2190,2012,Кокшетау,2011 - 2018 1 поколение,Седан,1.6 (бензин),200 000 км,Механика,Передний привод,Слева,черный металлик,Да,"тонировка, дневные ходовые огни, велюр, аудиосистема, ГУР, ABS, SRS, сигнализация, автозапуск, налог уплачен, техосмотр пройден, вложений не требует",б/у,1700000
ВАЗ (Lada) Granta 2190,2014,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,серый,Да,"тонировка, спойлер, ветровики, дневные ходовые огни, противотуманки, велюр, аудиосистема, bluetooth, MP3, USB, ГУР, центрозамок, бортовой компьютер, навигационная система, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,2300000
